Source.Category.Code,Source.category.name,Source.subcategory,Source.subcategory.name,Agency.code,Agency.name,Bureau.code,Bureau.name,Account.code,Account.name,Treasury.Agency.code,On..or.off.budget,FY,amount
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,510500,"Licenses under Federal Power Act from Public Lands and National Forests, Payment to States (37 1/2%)",89,On-budget,1998,3000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,518000,Energy Security Reserve,89,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,523110,"Assessments, Decontamination and Decommissioning Fund",89,On-budget,1998,148000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,089500,"Registration, PMN, Other Services",68,On-budget,1998,2000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,529700,Exxon Valdez settlement fund,68,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,814530,"Fines and Penalties, and Miscellaneous, Hazardous Substance Superfund",68,On-budget,1998,5000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,083400,Breached Bond Penalties,70,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,083500,"Immigration Fees, Border Security Act",70,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,516710,"Fees, fines and penalties, Offshore Oil Pollution Comp. Fund",69,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,516800,"Oil Pollution Fund, DOT",69,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,517010,"Fees, Deepwater Port Liability Fund, DOT",69,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,559510,Electronic System for Travel Authorization (ESTA) Fees,70,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,568710,"Deposits, Duties, and Taxes, Puerto Rico",70,On-budget,1998,112000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,818530,"Fines and Penalties, OSLTF",70,On-budget,1998,7000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,878910,"Proceeds of the Sales of Unclaimed Abandoned, Seized Goods",70,On-budget,1998,5000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,527010,Interstate Land Sales Fund,86,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,527110,Mobile home inspection and monitoring,86,On-budget,1998,14000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,548610,"Miscellaneous Fees and Charges, Consolidated Fee Fund",86,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,154,Federal Drug Control Programs,00,Federal Drug Control Programs,500110,Forfeited Cash and Proceeds from Sale of Forfeited Property Special Forfeiture Fund,11,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852230,"Fines and Forfeitures, Armed Forces Retirement Home",84,On-budget,1998,15000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,506610,"Hydraulic mining in California, tax, debris reservoirs",96,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,512500,"Licenses under Federal Power Act, Improvements of Navigable Waters, Maintenance and Operation of Dams, Etc.",96,On-budget,1998,11000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886130,"Users Fees, Inland Waterways Trust Fund",20,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,511310,"Practice registration fees, Court of Veterans Appeals",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,349,District of Columbia,10,District of Columbia Courts,086300,District of Columbia Court Fees,20,On-budget,1998,3000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,349,District of Columbia,10,District of Columbia Courts,567610,"Fines and Fees, District of Columbia Crime Victims Compensation Fund",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,356,Federal Communications Commission,00,Federal Communications Commission,518310,Universal Service Fund,27,On-budget,1998,2759000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,357,Federal Deposit Insurance Corporation,00,"Federal Deposit Insurance Corporation, activities",558610,"Risk-Based Assessments, Orderly Liquidation Fund",51,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,362,Federal Financial Institutions Examination Council,00,Federal Financial Institutions Examination Council,502600,"Registry Fees, Appraisal Subcommittee, Federal Institution Examination Council",95,On-budget,1998,3000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,362,Federal Financial Institutions Examination Council,00,Federal Financial Institutions Examination Council,502630,Incremental Registry Fees (Dodd-Frank Act) Appraisal Subcommittee,95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,449,Securities and Exchange Commission,00,Securities and Exchange Commission,556610,"Registration Fees, Securities and Exchange Commission Reserve Fund",50,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,449,Securities and Exchange Commission,00,Securities and Exchange Commission,556710,"Monetary Sanctions, Investor Protection Fund",50,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,465,Christopher Columbus Fellowship Foundation,00,Christopher Columbus Fellowship Foundation,818710,"Christopher columbus scholarship fund, surcharges from sale of CC coins",76,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,476,United Mine Workers of America Benefit Funds,00,United Mine Workers of America Benefit Funds,829510,"Premiums, Combined Fund and 1992 Plan, UMWA",95,On-budget,1998,340000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,476,United Mine Workers of America Benefit Funds,00,United Mine Workers of America Benefit Funds,829520,"Transfers from UMWA Pension Plan, Combined Benefit Fund, UMWA",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,526,Public Company Accounting Oversight Board,00,Public Company Accounting Oversight Board,537610,"Accounting Support Fees, Public Company Accounting Oversight Board",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,526,Public Company Accounting Oversight Board,00,Public Company Accounting Oversight Board,537630,"Registration Fees, Public Company Accounting Oversight Board",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,527,Standard Setting Body,00,Standard Setting Body,537710,"Accounting Support Fees, Standard Setting Body",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,530,Affordable Housing Program,00,Affordable Housing Program,552810,"Contributions, Federal Home Loan Banks, Affordable Housing Program",95,On-budget,1998,157000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,531,Electric Reliability Organization,00,Electric Reliability Organization,552210,"Fees, Electric Reliability Organization",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,537,Federal Housing Finance Agency,00,Federal Housing Finance Agency,553210,"FHFA, Fees on GSEs for Administrative Expenses",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,576,Securities Investor Protection Corporation,00,Securities Investor Protection Corporation,560010,"Assessments, SIPC",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,580,Corporation for Travel Promotion,00,Corporation for Travel Promotion,558510,"Fees, Travel Promotion Fund",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,581,Bureau of Consumer Financial Protection,00,Bureau of Consumer Financial Protection,557710,"Transfers from the Federal Reserve Board, Bureau of Consumer Financial Protection Fund",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,581,Bureau of Consumer Financial Protection,00,Bureau of Consumer Financial Protection,557810,"Penalties and Fines, Consumer Financial Protection",95,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,901,Governmental Receipts,00,Governmental Receipts,065000,"Deposit of earnings, Federal Reserve System",20,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,901,Governmental Receipts,00,Governmental Receipts,069001,Other Federal fund miscellaneous receipts,99,On-budget,1998,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,901,Governmental Receipts,00,Governmental Receipts,069002,Trust fund miscellaneous receipts,99,On-budget,1998,0
938,Legislative Proposals,00,Legislative Proposals,901,Governmental Receipts,00,Governmental Receipts,901710,Immigration reform,99,On-budget,1998,0
931,Individual Income Taxes,00,Individual Income Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,800415,"Supplemental Catastrophic Premium, Refunds, FSMI",20,On-budget,1999,0
931,Individual Income Taxes,00,Individual Income Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,818210,FHICCR supplemental catastrophic premium,20,On-budget,1999,0
931,Individual Income Taxes,00,Individual Income Taxes,015,Department of the Treasury,00,Department of the Treasury,551010,Private Collection Agent Program,20,On-budget,1999,0
931,Individual Income Taxes,00,Individual Income Taxes,901,Governmental Receipts,00,Governmental Receipts,011050,Individual Income Taxes,99,On-budget,1999,879419000
931,Individual Income Taxes,00,Individual Income Taxes,901,Governmental Receipts,00,Governmental Receipts,508110,Presidential Election Campaign Fund,20,On-budget,1999,61000
932,Corporation Income Taxes,00,Corporation Income Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814515,"Corporation Income Taxes, Hazardous Substance Superfund",68,On-budget,1999,10000
932,Corporation Income Taxes,05,Corporation Income Taxes,901,Governmental Receipts,00,Governmental Receipts,011100,Corporation Income and Excess Profits Taxes,99,On-budget,1999,184670000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800500,"FHI Trust Fund, Receipts",20,On-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800501,"FHI Trust Fund, Transfers from General Fund (FICA Taxes)",75,On-budget,1999,123360000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800510,"FHI Trust Fund, Receipts from Railroad Retirement Board",75,On-budget,1999,388000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800511,"FHI Trust Fund, Transfers from General Fund (SECA Taxes)",75,On-budget,1999,8520000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800515,"FHI Trust Fund, Refunds",20,On-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800530,"FHI Trust Fund, Deposits by States",20,On-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800600,FOASI Trust Fund Receipts,20,Off-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800610,"FOASI, Transfers from General Fund (FICA Taxes)",28,Off-budget,1999,364423000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800611,"FOASI, Transfers from General Fund (SECA Taxes)",28,Off-budget,1999,20437000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800615,"FOASI, Refunds",20,Off-budget,1999,1301000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800630,"FOASI, Deposits by States",20,Off-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800700,"FDI Trust Fund, Receipts",20,Off-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800701,"FDI, Transfers from General Fund (FICA Taxes)",28,Off-budget,1999,57891000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800711,"FDI, Transfers from General Fund (SECA Taxes)",28,Off-budget,1999,3224000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800715,"FDI, Refunds",20,Off-budget,1999,206000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800730,"FDI, Deposits by States",20,Off-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801015,"Refunds, Railroad Social Security Equivalent Benefit Account",60,On-budget,1999,3000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801020,"Railroad Social Security Equivalent Benefit Account, Taxes",60,On-budget,1999,1906000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801021,"Railroad Social Security Equivalent Benefit Account, Receipts Transferred to Federal Hospital Insurance Trust Fund",60,On-budget,1999,388000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801100,"Rail Industry Pension Fund, Receipts",60,On-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801115,"Refunds, Rail Industry Pension Fund",60,On-budget,1999,4000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801120,"Taxes, Rail Industry Pension Fund",60,On-budget,1999,2542000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801121,"Receipts Transferred to Federal Hospital Insurance Trust Fund, Rail Industry Pension Fund",60,On-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801215,"Refunds, Supplemental Annuity Pension Fund",60,On-budget,1999,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801220,"Supplemental Annuity Taxes, Supplemental Annuity Pension Fund",60,On-budget,1999,91000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,012100,Federal Unemployment Tax Act Taxes,20,On-budget,1999,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804200,"Unemployment Trust Fund, Receipts",20,On-budget,1999,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804201,"General Taxes, FUTA, Unemployment Trust Fund",16,On-budget,1999,6475000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804230,"Unemployment Trust Fund, State Accounts, Deposits by States",16,On-budget,1999,19894000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804250,"Unemployment Trust Fund, Deposits by Railroad Retirement Board",16,On-budget,1999,111000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,446,Railroad Retirement Board,00,Railroad Retirement Board,801196,"Railroad Unemployment Insurance Debt Repayment Taxes, Rail Industry Pension Fund",60,On-budget,1999,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,001,Legislative Branch,40,United States Tax Court,811510,"Tax Court Judges Survivors Annuity, Deductions from Employees Salaries",23,On-budget,1999,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,002,Judicial Branch,00,Judicial Branch,811010,"Judicial Survivors Annuity, Deductions from Employees Salaries",10,On-budget,1999,4000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,002,Judicial Branch,00,Judicial Branch,812210,"Deductions from Employee Salaries and Voluntary Contributions, Judicial Officers' Annuity",10,On-budget,1999,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,014,Department of State,00,Department of State,818610,"Deductions from Employees Salaries, Foreign Service Retirement and Disability Fund",19,On-budget,1999,28000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,014,Department of State,00,Department of State,818630,"Voluntary contributions, donations, service credit payments, etc., Foreign Service retirement and disability fund",19,On-budget,1999,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813510,"Employee Contributions, Civil Service Retirement and Disability Fund",24,On-budget,1999,4213000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813521,"District of Columbia Contributions, Civil Service Retirement and Disability Fund",24,On-budget,1999,73000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813530,"Employee Deposits, Redeposits and Other Contributions, Civil Service Retirement and Disability Fund",24,On-budget,1999,135000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852210,"Deductions, Armed Forces Retirement Home",97,On-budget,1999,19000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,829010,"Employees Contributions, Court of Veterans Appeals Retirement Fund, LVE",95,On-budget,1999,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,349,District of Columbia,10,District of Columbia Courts,821210,"Deductions from Employees Salaries, District of Columbia Judicial Retirement and Survivors Annuity Fund",20,On-budget,1999,1000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,901,Governmental Receipts,15,Other Retirement Contributions,810000,"Employees retirement, employee contributions",99,On-budget,1999,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,814710,"Excise Taxes, Boat Safety, Aquatic Resources Trust Fund",70,On-budget,1999,26000
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,814720,"Excise Taxes, Sport Fish Restoration, Aquatic Resources Trust Fund",70,On-budget,1999,348000
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,818510,"Excise Taxes, Oil Spill Liability Trust Fund",20,On-budget,1999,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,818550,Transfer from the Trans-Alaska Pipeline Liability Fund,70,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,010,Department of the Interior,00,Department of the Interior,502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund",14,On-budget,1999,207000
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309200,Recovery from Highway Trust Fund for Refunds of Taxes,20,On-budget,1999,1134000
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309400,Recovery from Airport and Airway Trust Fund for Refunds of Taxes,20,On-budget,1999,4000
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309500,"Recovery from Leaking Underground Storage Tank Trust Fund for Refunds of Taxes, EPA",20,On-budget,1999,4000
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,500530,"Land and Water Conservation Fund, Motorboat Fuels Tax",20,On-budget,1999,1000
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund, Interior",20,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,513800,"Tax on Fishing Rods, Creels, Reels, Artificial Lures, Baits and Flies",20,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,573710,"Deposits, Internal Revenue Collections for Puerto Rico",20,On-budget,1999,235000
934,Excise Taxes,05,Federal Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,542210,"Aviation User Fees, Overflight Fees",69,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,542240,"Aviation User Fees, Overflight Fees",69,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015250,Other Federal Fund Excise Taxes,99,On-budget,1999,1217000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015256,Other Federal Fund exise taxes,99,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015400,Windfall profit tax,99,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015500,Tobacco Excise Tax,99,On-budget,1999,5400000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015600,Alcohol Excise Tax,99,On-budget,1999,7386000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015700,Telephone Excise Tax,99,On-budget,1999,5185000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015800,Transportation Fuels Tax,20,On-budget,1999,849000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015911,Excise Tax on High Cost Employer-Sponsored Plans,99,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015913,Fee on Health Insurance Providers,99,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015914,Tax on Indoor Tanning Services,99,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015915,Excise Tax on Medical Device Manufacturers,99,On-budget,1999,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,089400,Ozone Depleting Chemicals Tax,99,On-budget,1999,105000
934,Excise Taxes,10,Trust Fund Excise Taxes,005,Department of Agriculture,00,Department of Agriculture,816110,"Excise Taxes for Tobacco Assessments, Tobacco Trust Fund",12,On-budget,1999,0
934,Excise Taxes,10,Trust Fund Excise Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,800408,"Fee on Branded Prescription Pharmaceutical Manufacturers and Importers, SMI",75,On-budget,1999,0
934,Excise Taxes,10,Trust Fund Excise Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,817510,"Deposits, Vaccine Injury Compensation Trust Fund",75,On-budget,1999,130000
934,Excise Taxes,10,Trust Fund Excise Taxes,012,Department of Labor,00,Department of Labor,814410,"Transfer from General Fund, Black Lung Benefits Revenue Act Taxes",16,On-budget,1999,596000
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814510,"Excise Taxes, Hazardous Substance Superfund",68,On-budget,1999,11000
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814610,"Post-closure liability trust fund, Transfer from General fund",68,On-budget,1999,0
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,815310,"Transfer from the General Fund Amounts Equivalent to Taxes, Leaking Underground Storage Tank Trust Fund",68,On-budget,1999,216000
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810210,"Transportation Trust Fund, Deposits (Highway Account)",69,On-budget,1999,33821000
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810211,"Transportation Trust Fund, Deposits (Mass Transit Account)",69,On-budget,1999,5478000
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810310,"Excise Taxes, Airport and Airway Trust Fund",69,On-budget,1999,10391000
934,Excise Taxes,10,Trust Fund Excise Taxes,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886110,"Transfer from General Fund, Inland Waterways Revenue Act Taxes",96,On-budget,1999,104000
934,Excise Taxes,10,Trust Fund Excise Taxes,579,Patient-Centered Outcomes Research Trust Fund,00,Patient-Centered Outcomes Research Trust Fund,829910,"Fees on Health Insurance and Self-insured Health Plans, PCORTF",95,On-budget,1999,0
935,Estate and Gift Taxes,00,Estate and Gift Taxes,901,Governmental Receipts,00,Governmental Receipts,015300,Estate and Gift Taxes,99,On-budget,1999,27782000
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,520910,"30 Percent of Customs Duties, Funds for Strengthening Markets, Income and Supply (section 32)",12,On-budget,1999,0
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,553110,"3.08 Percent of Customs Duties, Agricultural Disaster Relief Fund",12,On-budget,1999,0
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,804610,"Transfers from General Fund of Amounts Equal to Certain Customs Duties, Reforestation Trust Fund",12,On-budget,1999,30000
936,Customs Duties,00,Custom Duties and Fees,010,Department of the Interior,00,Department of the Interior,513720,Custom Duties on Arms and Ammunition,14,On-budget,1999,40000
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,083100,Customs user fee account,20,On-budget,1999,0
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,520910,"30 Percent of Customs Duties, Funds for Strengthening Markets, Income and Supply (section 32]",20,On-budget,1999,5680000
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,521000,"70% Customs Duties on Wool, Reimbursement for Costs of National Wool Act",20,On-budget,1999,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,553310,Wool Manufacturers Trust Fund,70,On-budget,1999,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,554410,"Transfers from the General Fund of Amounts Equal to Certain Customs Duties, Pima Cotton Trust Fund",70,On-budget,1999,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,814750,"Customs Duties, Aquatic Resources Trust Fund",70,On-budget,1999,26000
936,Customs Duties,00,Custom Duties and Fees,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886310,"User Fees, Harbor Maintenance Trust Fund",96,On-budget,1999,553000
936,Customs Duties,00,Custom Duties and Fees,901,Governmental Receipts,00,Governmental Receipts,031000,Other Federal Fund Customs Duties,70,On-budget,1999,0
